,WTI,NATGAS,GOLD,SILVER,CORN,WHEAT,COPPER,COFFEE
2006-11-30,0.1418645622908526,0.033167664969546866,0.14920002859216713,0.06447530966106045,0.1112924344863729,-0.2542413280845698,-0.1374278373335506,-0.10833083458187959
2006-12-31,0.19163150926309258,-0.03851238730393437,0.25695460419901933,0.05141388653788808,-0.049056072524574966,-0.2627234198017087,-0.1381918166270543,-0.011516303742727621
2007-01-31,0.16712982711962868,0.022330754590363305,0.31053941829000803,-0.009358633344636172,-0.07203929084132975,-0.1618310053989568,-0.1759309452443087,-0.0808401251707686
2007-02-28,0.11862113859315082,-0.0622901757553458,0.2968288361528756,0.061883126662421566,-0.0327903176492234,-0.14046195352277943,-0.2644575530726514,0.022666898591551972
2007-03-31,0.1000665812578091,-0.10905011409834228,0.28692333837087336,0.06985774439191315,0.04315233597940438,-0.13096457773844594,-0.24234166766716506,-0.0176436404960467
2007-04-30,0.06524227958936803,-0.18011939214680167,0.32888289153383216,0.0010656836687468706,0.07105941390690772,-0.09230508176299178,-0.22757552609020662,0.03374973130114519
2007-05-31,0.01845465683369136,-0.1373924860090418,0.3021617901383136,0.11064967219042086,0.06873388083757424,-0.1094548352603129,-0.2282883510068727,-0.024864327723772613
2007-06-30,-0.05113723594993856,-0.15932475198311855,0.363879716693359,0.12991942723763256,0.006200856069008425,-0.12047693732946035,-0.1605513361997211,-0.008509738537761428
2007-07-31,-0.0170384592897164,-0.16143364222430517,0.3077398418026896,0.10953717858967146,0.08272297960763896,-0.07049176640579059,-0.19576199577019446,-0.05527413630999342
2007-08-31,-0.06648432392324792,-0.1424837985143024,0.24084387076917022,0.13465904439084556,0.12449708483998423,-0.10326239732285068,-0.13520273086794837,-0.05256674937165061
2007-09-30,-0.1021266934090856,-0.07379012318033862,0.2876887699669469,0.13824913619251206,0.07406209384054102,-0.09337376247641524,-0.20853906215423185,-0.022170358779928696
2007-10-31,-0.19643089964518776,-0.04941367976734591,0.23175016339021962,0.10753904327275267,0.15388738636850863,0.006823406968519164,-0.21974302874406862,-0.034412391843397776
2007-11-30,-0.20529702505658876,-0.08286792057492047,0.22713623220059587,0.07520359200705547,0.16326614778557874,-0.03501020836983688,-0.17682484599865397,0.03439402800676996
2007-12-31,-0.22304063233519805,0.03139748448755386,0.22605450420337098,0.022728185232080672,0.15328840220333456,-0.025169963957130833,-0.2517894037076711,0.0665314238736599
2008-01-31,-0.22900357470953778,0.04816010152289469,0.20896693750664042,-0.0118664321753111,0.15933523503380795,-0.036920309974270135,-0.22220968314088102,0.08353772593665693
2008-02-29,-0.2394056872881136,0.12972058118013544,0.14906995619114252,-0.01425489503640188,0.18121217212570156,-0.05753617539936698,-0.1888032422761175,0.039997290503020436
2008-03-31,-0.14557249222605884,0.3088576004421338,0.08370975017827426,-0.01188260314300797,0.07900609999425456,-0.08743907173707086,-0.25510583289386235,0.028426549385337358
2008-04-30,0.06101145657805683,0.3032874954547354,0.08444574073944078,-0.002234059639301094,0.051255307227767,-0.04314123946787411,-0.3126895251541807,-0.1419351757386441
2008-05-31,-0.03430211459771754,0.4069694421128061,0.00819090082249482,0.07724845990575781,-0.013255685020380338,0.007591197158941349,-0.24547971736323387,-0.2069624830186683
2008-06-30,-0.0052224218367638575,0.2839524932081792,-0.04149310245396361,0.14945480639335282,-0.09355749581520088,-0.2355034587251821,-0.12422352116888964,0.06659270039846801
2008-07-31,-0.1812132042464872,0.2527138565893136,0.15884343602726628,0.08395741773488719,-0.07945087530328178,-0.2245784096593205,0.004485289648533004,-0.014757510790910545
2008-08-31,-0.16273089074872055,0.18526292562193336,0.17029543410527181,0.10738895835542334,-0.12122577113340459,-0.2056264647786624,0.03705268191737157,-0.010416873339212518
2008-09-30,-0.1874489458672461,0.08059130952151278,0.2279723210227425,0.08458756169229348,-0.02170878258810879,-0.24683051650731844,0.10684880776345122,-0.04401175503732676
2008-10-31,-0.1063320356178402,0.061109833015465,0.11155252845954221,0.052701948747413005,0.14719198566850705,-0.36441972685044577,0.1274437041090727,-0.029248237531714023
2008-11-30,-0.007899271163900283,0.07859076958641686,0.054665133887594336,0.16647977193373192,0.08025046261312116,-0.4699561180465119,0.12001386197913574,-0.022144610789587866
2008-12-31,-0.10885054193634482,0.14299397015636586,-0.22707061731687891,-0.031889947983343984,0.04670310767769026,-0.13218889276343238,0.16679591628854967,0.14350700587739418
2009-01-31,0.027867767383070653,0.05165902005470655,-0.10950836593301434,-0.23006298303240555,0.22980350745081532,-0.11299152581955729,0.19066970511140752,-0.04743712521502284
2009-02-28,-0.16184499191370516,0.21511434909063576,0.17407971063018116,-0.14707197248612575,-0.01924824221115591,-0.11792212765363459,0.11080594027918296,-0.053912665735378486
2009-03-31,-0.2880075421205125,0.135106620069861,0.22565663053068388,-0.04995009027366783,-0.06381353412888624,-0.05254984303136453,0.13923674939945516,-0.04567899044556895
2009-04-30,-0.2617675186147088,0.1702921999508045,0.13361608874083283,-0.016819987598953878,-0.04254918597108976,-0.07607294774525644,0.19609171130836278,-0.10279036006999114
2009-05-31,-0.3201920864298392,0.06965671441306853,0.16190948317984202,-0.04919544550114698,0.11278922246448933,-0.01624147716858163,0.15564457994260017,-0.11437099090043219
2009-06-30,-0.2885911321318455,0.11736570831564855,0.16029033119890856,-0.09733874517394527,0.1390399305356703,-0.003658951114756659,0.08330402994977261,-0.11041117157945257
2009-07-31,-0.276350209824925,0.07765430753659325,0.08124851764507272,-0.13735691419103144,0.04381519855899789,0.050870426734778144,0.24641154952455802,-0.08629287598404355
2009-08-31,-0.2776735056940635,0.16686562352761003,0.03617895960520181,-0.1547083952559695,0.05306846160485853,0.024460165011815943,0.2194267902505137,-0.06761809904996692
2009-09-30,-0.21341275565787438,0.18917748853238078,-0.06850579679952948,-0.14056650631641898,0.07499158709304084,0.02694049309665158,0.20889043127792692,-0.07751494122617728
2009-10-31,-0.1831865593582852,0.18815955116948366,-0.10241971756790949,-0.1745010436783058,0.0016187431688569314,0.03466502115418817,0.2755566845074713,-0.03989267939549954
2009-11-30,-0.1902397050930934,0.1837139149631752,-0.08601079284522892,-0.22374950206167774,0.03904270563445898,0.023344710706895856,0.21337787718545648,0.040520791510013573
2009-12-31,-0.17538162805838545,0.15863341735254988,-0.07835039706544149,-0.21366538831802884,0.06448349891767362,0.0355585305896129,0.24132455314016354,-0.03260258655814413
2010-01-31,-0.20378105675019081,0.09104809757610241,-0.1070737243841185,-0.1891452188656906,0.08727426788396977,0.09336019604392606,0.20911457956231805,0.019202858933683627
2010-02-28,-0.16216598058152956,0.0671411070426879,-0.06685978236174797,-0.27097423705672247,0.1278776820668818,0.05623200981493166,0.1612121271048063,0.0875370739706923
2010-03-31,-0.06124999528760216,0.08898406119846089,-0.15352884854028565,-0.2852211561721122,0.17280341948395647,0.0456044271143576,0.12989701207979082,0.0627110801234342
2010-04-30,0.010639542012457932,0.06169958318368605,-0.2097257791803261,-0.21202670800290596,0.1500748789350163,-0.07824751281676795,0.12203508212109886,0.1555509137477409
2010-05-31,0.04882847462558528,0.052905128174506134,-0.2456071244446413,-0.18000020955128243,0.11405655903108462,-0.07439266600407618,0.125992100232714,0.15821773793610985
2010-06-30,0.1472329637055895,0.059652874088238245,-0.3841604320644607,-0.08987015321391532,0.061882264506669685,-0.025969414721624014,0.11409909589280744,0.11713280180669519
2010-07-31,-0.015470655436211605,0.07557289883539058,-0.45372175444057067,-0.03080759012321778,0.1102620850439285,0.04706685531899837,0.1250641519010779,0.1420340089006047
2010-08-31,-0.0878398297238492,0.15093092269092565,-0.37236949608960224,-0.03979067418654853,0.09082548113930623,0.05822978090414123,0.029673761439486513,0.17034005382614031
2010-09-30,-0.11755589824922628,0.12602605105759135,-0.33795121242803783,0.011315693262596122,0.06990644895294902,0.12680968371264473,-0.044492889322735894,0.16594212301421882
2010-10-31,-0.1023222995784148,0.000250420935360931,-0.29542258939647087,0.01909775384446515,0.11804592275056483,0.24223213661919568,-0.10225511102511431,0.12037376585041339
2010-11-30,-0.049517550587002135,-0.06378922708304216,-0.27002019231036367,0.04567276643598517,0.12159688533090428,0.22237919533247977,-0.11667303001959203,0.11035115290063083
2010-12-31,-0.10580714378998146,-0.038962149494669675,-0.3064471928356229,0.054109843338476966,0.2011268458553616,0.19410885068463773,-0.0487835138797259,0.050654460121523553
2011-01-31,-0.0627333880569541,-0.07391915424984619,-0.3633474576931996,0.030874454939313095,0.18921198518430576,0.20661351088211077,0.015848817015950777,0.05745123197831951
2011-02-28,-0.05506303556948784,-0.032672024458886555,-0.34983234460968143,0.00284839470497189,0.33968413439995354,0.09473633464707565,-0.062432595361944065,0.06273113624799886
2011-03-31,-0.07266750043311865,-0.05081874615686068,-0.2809253968307977,-0.021090741704413277,0.29199920143842034,0.11810885334814494,-0.07449761487480971,0.08989194521343481
2011-04-30,-0.08315945847711742,-0.03950126088206497,-0.25718234084497116,-0.06323646455953517,0.28550746230605323,0.15741661500477833,-0.05692047523631123,0.057075922689168467
2011-05-31,-0.1435758947670001,-0.09836944484086343,-0.24787573397333598,-0.010178926418800463,0.2565695470008599,0.12018882575460328,0.03226228788440133,0.09097933936013547
2011-06-30,-0.17327234099642483,-0.06082670089047707,-0.16589347544704877,0.01556578583769208,0.3170649658921778,0.13969887915699503,-0.10000748266604931,0.027670369113135005
2011-07-31,-0.19650239959972793,-0.11263421142148825,-0.08006790195045603,0.061398004026351066,0.20384733435317323,0.2347546616204758,-0.10045436939984165,-0.010341117628486171
2011-08-31,-0.1942935586272643,-0.18959064496829262,0.0826224519869155,-0.0005082716377642896,0.2527109026399603,0.16466664537312423,-0.0506176463737654,-0.06498987839291344
2011-09-30,-0.13743312660325221,-0.2527086082772985,0.20242033815126115,0.03576994503056991,0.13095017580762186,0.13085954101054703,-0.048143157969719505,-0.06171510714972974
2011-10-31,-0.18373130448995498,-0.28668402180460967,0.1550246833029197,0.00016270340826952996,0.09721736976776792,0.2036373851033775,0.04395785841766529,-0.029584673705435337
2011-11-30,-0.05027987069608658,-0.41449971655487233,0.2007208514100553,-0.01705460385121994,0.09008110249151426,0.18346812018546713,0.02572992591296333,-0.01816580889782112
2011-12-31,0.010157052128074438,-0.43162430656197287,0.12132102200765912,0.03751044447984915,-0.06837569343802713,0.09386970691323578,0.04858857777481027,0.18855319669637127
2012-01-31,-0.06300688175616057,-0.334415841191346,0.21509411760535382,0.08742968477989209,-0.06824168903892702,0.08261278770713573,-0.0343355880135665,0.11486340990761844
2012-02-29,-0.09482943797264139,-0.32748620099810644,0.2034957789095067,0.023318794471485518,-0.06730191779538054,0.05787305512319124,-0.010382443233871608,0.21531237149581653
2012-03-31,-0.2373753473887368,-0.09854073899003325,0.2349752795083903,0.02116294229726293,0.03528374975076497,0.018963581339924696,-0.16408391362122995,0.18961444710365702
2012-04-30,-0.09845164513030205,0.003783292693073518,0.18508504245473759,0.13029623378544794,-0.01627713015416468,-0.08727403096198412,-0.2979971937535493,0.18083543106674088
2012-05-31,-0.040553606873308654,0.0074396283648535495,0.16854959711553483,0.07158562153010836,0.11829842897049506,-0.21898264348965943,-0.24046374963703196,0.13412672401900827
2012-06-30,-0.10980593116085441,-0.025729723467700402,0.1696313424684929,0.12734045321525986,0.11430826229720385,-0.22190754813693023,-0.14255679723451492,0.08871994201904342
2012-07-31,0.03317717504760906,-0.04952379484263879,0.0741591227691993,0.25647030577539615,-0.14465728528317892,-0.26201189705057204,-0.04380702282361033,0.13619339640779551
2012-08-31,-0.05575289227826579,-0.0822119951064479,-0.0018351315681466422,0.2712146991772849,-0.08459183646831309,-0.21984622782224078,-0.05576191675658581,0.2287853008227151
2012-09-30,-0.07879761731077378,-0.061694750028529956,-0.08898161596236379,0.2069106292311184,-0.10844358206041983,-0.16208243463791264,0.05517076171864354,0.23791860905023804
2012-10-31,0.012279360656318267,-0.07260691405698262,-0.11635563223019499,0.22053003008428815,-0.07224137354081757,-0.23879608017200488,0.005173371749977781,0.2620172375094158
2012-11-30,0.011079230182569936,-0.15499946610585696,-0.05856963772148042,0.1787412111907107,0.00280045670891335,-0.28643089617266265,0.020081760559747634,0.2872973413580584
2012-12-31,0.03673623670456407,-0.1138485862356604,-0.030446686746695,0.11987702044294091,0.03630023594959509,-0.3557047270176447,0.0901529909706883,0.21693351593221163
2013-01-31,0.08414442707858145,-0.1005015156080103,-0.11696585461465939,0.10057892810323141,0.05933268108232567,-0.28253262977733035,0.07567269465252097,0.18027126908334057
2013-02-28,-0.01510564170388833,-0.15053066707321128,-0.13089186000298308,0.10670553584347124,0.08277294536917514,-0.20347183121991735,0.16452678094549292,0.1459947378418608
2013-03-31,0.07994549857118985,-0.1664172802790236,-0.1879971039840191,0.10044381592720916,0.0811400042138957,-0.14558561573695744,0.12782310166844582,0.1106475796192596
2013-04-30,0.07570560873441863,-0.17756039175178165,-0.20785174301387638,0.058975284441776306,0.05987150135654387,-0.11458786523434199,0.1622174135336699,0.1432301919335913
2013-05-31,0.14543543385893284,-0.18812802069573414,-0.23726509699443896,0.08538282950525022,0.08919144652573775,-0.07460688230982694,0.14170236257259666,0.038287927537482565
2013-06-30,0.12399044676635095,-0.17544190491171804,-0.23345811020450927,0.13114626533976317,0.08877131945747938,-0.06842922041264712,0.15609196843640655,-0.022670764471125617
2013-07-31,0.08776686702473893,-0.20530061073407307,-0.24794411182845066,0.1199551760759543,0.11272959620779052,-0.00919782784106729,0.1795483606915163,-0.03755744959640901
2013-08-31,0.15654550127674705,-0.1957365223658263,-0.24618497334558634,0.07155073595519174,0.10339131006154244,0.017773862143265776,0.15073859056325298,-0.058078504288587296
2013-09-30,0.14920401468185412,-0.1640851777215058,-0.28371384094001895,0.12792450369314312,0.02019801780157294,0.07411170702151156,0.12856175680191817,-0.0522009813384752
2013-10-31,0.09149694473431048,-0.18708611278721196,-0.22793655151041053,0.16474786815307502,0.11185400042233622,0.0552548088447475,0.07664637784553081,-0.08497733570237756
2013-11-30,0.11946274786123713,-0.18880007540011368,-0.21124919606417938,0.11794196417781053,0.15259260065716168,0.06501998309086206,0.04498270421292862,-0.09995072853570698
2013-12-31,0.07853873481021711,-0.16521396354387494,-0.24643251451824622,0.16022525209495914,0.14313445643963477,0.11810155665518889,-0.015331823405329284,-0.07302169853254951
2014-01-31,0.05549919380346337,0.027921695616059193,-0.30421254912545675,0.18512539467531258,0.1552607894932729,0.07619292641189195,-0.016901151789222295,-0.178886299085321
2014-02-28,0.13436540055101096,-0.009488384606940119,-0.28026154256657426,0.1770998650765203,0.11994208904030045,0.06859264533216834,-0.0376323647212591,-0.17261770810522659
2014-03-31,0.10606366948541897,-0.003205167833861983,-0.30515958120388215,0.23785083622389913,0.10150522033810465,0.054580273952577286,-0.028384749052969085,-0.16325050190928692
2014-04-30,0.0799676568096602,-0.055639670519916536,-0.23331258187425802,0.2080082532541381,0.09556793040326311,0.11645615953293857,-0.05495885110976683,-0.15608889649605853
2014-05-31,0.05024597930287392,-0.048653083816452496,-0.2570732105593227,0.22038374010059594,0.015556189631794328,0.21381409096473591,-0.08942346792087184,-0.10485023770335299
2014-06-30,-0.0036599742235563578,0.036142342749070064,-0.21561039704333615,0.18519100358045737,0.062118191322638155,0.2165484623478343,-0.19081941885473028,-0.08991020987837713
2014-07-31,0.021008241916141295,0.08166156316912113,-0.2457593273607786,0.1520365836575244,0.07428831888380823,0.17100529237340503,-0.17018131884496862,-0.08405935379425276
2014-08-31,0.034668944109178035,0.16671764505965098,-0.2882303776384539,0.047840447149321126,0.04547845971980769,0.20529450396204219,-0.14031448492337906,-0.07145513743816691
2014-09-30,-0.017381033421950853,0.20206008817847762,-0.2214702699868568,0.07771715801239869,0.03468818996673702,0.18553456384238667,-0.10947330257254737,-0.15167539401864502
2014-10-31,-0.008606659002168103,0.30029835970099816,-0.17539276126919703,0.08668233311215474,-0.08220565750748428,0.11301930718684718,-0.03126250615029336,-0.20253241607085715
2014-11-30,-0.051059747094885664,0.3950592776986514,-0.1825983080418666,-0.001577807283079658,-0.09297101748324185,0.016314092634484335,0.08862662966686422,-0.17179312009692613
2014-12-31,-0.052149306544491125,0.21574459324674228,-0.1616110516969535,-0.05542062056628451,-0.03115584112348249,0.15021483699850224,0.13404056975475556,-0.19966318006878847
2015-01-31,-0.12308223305500957,0.2402809614814706,-0.060642343979318204,-0.07661908512431793,-0.080172635276238,0.1000127552610854,0.15970628325744407,-0.1594837025651163
2015-02-28,-0.08420850394624585,0.16235455971478127,-0.013642264037508876,-0.15744458157877958,-0.1115263852429923,0.13962823959751233,0.19801720068770637,-0.1331782651944735
2015-03-31,-0.10037149410211804,0.2725126825107567,-0.13095573897433094,-0.0420183931423984,-0.096925703386468,0.11862970416394933,0.10885761332529399,-0.12972867039468458
2015-04-30,-0.012462422347990753,0.21394087439464846,-0.11959459712964285,-0.041012160256563394,-0.13049352572251177,0.1866848189041981,0.09937430670115337,-0.19643729454329123
2015-05-31,-0.0891744021129106,0.1798411286735472,-0.05739704024772918,-0.11025219160235171,-0.028163236991788975,0.17896323542937445,0.14119563589707826,-0.21501312904521944
2015-06-30,-0.15424558589489953,0.18024705707324126,-0.06497290267188228,-0.1125043508144302,-0.0504964079567338,0.2653423805433392,0.05441056238341963,-0.11778075266205407
2015-07-31,-0.22817502690531044,0.20094035566015458,-0.016940569975727196,-0.1537133409418688,-0.0902798493963461,0.21115863058249204,0.08790101375735336,-0.010891212780747398
2015-08-31,-0.18566779916328083,0.10546622408683572,0.0022799222559917775,-0.06470092624414187,-0.16525543631104975,0.2978202049268166,0.094433648730356,-0.08437583828152763
2015-09-30,-0.2063357056065415,0.024011094495887675,0.0855056356855892,-0.05101726007448462,-0.16310704637770515,0.2552065693196436,0.13527670049887935,-0.07953998794126876
2015-10-31,-0.11713745221008873,-0.052560172631326285,0.1333994557225497,-0.033103590725073226,-0.28348981759111314,0.33969383152587157,0.026906712751578753,-0.013708966842398713
2015-11-30,-0.07623413212426498,-0.1453075206999839,0.07633087745215383,-0.15826847898943727,-0.12018986818631378,0.35532612541803316,0.02235500930517092,0.045987987824642126
2015-12-31,-0.1133727974439316,-0.15256669152517882,0.15185107812657633,-0.15569671679964142,-0.04913042256816598,0.347874311195992,0.0002746106774316656,-0.029233371663082135
2016-01-31,-0.10075169171608787,-0.15913902265013252,0.08937535754642015,-0.16186529585690895,0.004187674820148088,0.4064369676334318,-0.032482039689958726,-0.04576195008691184
2016-02-29,-0.06691799061294894,-0.25459163891260783,-0.05584401938914424,-0.011839364319087668,0.04252214313055461,0.36664532683638673,-0.11080698676621129,0.09083253003305863
2016-03-31,-0.008969110277394148,-0.3803526060230205,-0.009914526019822869,-0.09274895525165108,0.03619270056701716,0.3782829841562606,-0.008014802428111456,0.08552431527672223
2016-04-30,-0.09611691788788006,-0.20778275254319928,0.029986869761136105,0.19304159759148698,-0.16287800456830917,0.21485011314081118,0.062121419506565814,-0.03322232500061144
2016-05-31,-0.17349961560664445,-0.2000563507493785,-0.017883186639006562,0.2250473014468245,-0.10856084700497047,0.09038623342049586,0.13212786290014789,0.0524386022325317
2016-06-30,-0.14735292751272608,-0.21622510717568333,0.006549981309501333,0.10521747309516946,-0.05768535303702729,0.09092999693899093,0.29730254865633826,-0.07873661227456327
2016-07-31,-0.12542807045652912,-0.17392079357338386,0.03245450791085094,0.05448636353409348,0.1142404169318883,0.10706784207176202,0.19175086955140527,-0.200651135970087
2016-08-31,-0.1543448962715574,-0.12200793623171328,0.10761904262719785,-0.04946720439254974,0.1279918465989916,0.1211231245277002,0.14326598624611037,-0.17417996310417963
2016-09-30,-0.1545982135447659,-0.146062022767339,0.10560377598875681,-0.041563512980938216,0.13465998034846363,0.14866703170149276,0.11106921196128676,-0.15777625070695678
2016-10-31,-0.21709918894743457,-0.08347691224064296,0.02426410541583165,-0.035820386414434455,0.22105891413501108,0.1482770992683778,0.10639988118077953,-0.163603512397488
2016-11-30,-0.17321733568638498,-0.026976898725262953,-0.05014671852667364,0.034162689749779394,0.3636741407594717,0.026602978054819166,0.07556019143592974,-0.2496590470616784
2016-12-31,-0.11241883766094046,-0.0076124092053372235,0.014449137418767537,0.13116105807109774,0.2046206224627139,-0.029621925254793544,0.1497691820474208,-0.3503468278789287
2017-01-31,-0.02165712907713094,0.06639973194257569,0.04585236793587003,-0.08949400662634327,0.1179685723983605,0.06890630640146508,0.20087302132172863,-0.3888488642965257
2017-02-28,0.10479564857012384,-0.0492662378782356,-0.0036313297622123574,-0.013769045913831962,0.23174469121944483,-0.046446687889071664,0.16345966021043132,-0.3868866985566484
2017-03-31,0.08335071744424163,-0.07736764027105904,0.0780584278738915,-0.04254275290633238,0.1945094507227857,-0.08851407264210262,0.14408140395908114,-0.29157553418050597
2017-04-30,0.16531248326484066,0.04599424901757109,0.1532657056219028,-0.12717427491294947,0.13542756209568554,-0.054379789286815736,-0.08002100666948016,-0.23842492913075466
2017-05-31,0.222807716907013,0.04932157440554823,0.05613147290236313,-0.13057503269265683,0.17173923578507566,-0.07046349461729952,-0.143384636266847,-0.15557683642319672
2017-06-30,0.274845764262452,-0.008665038257894792,0.01426483565698047,-0.22442934552163626,0.21031552871431256,0.0005738713662550405,-0.1508263176777856,-0.11607929854268338
2017-07-31,0.26316906925011185,0.027792486188022617,-0.02226202362776847,-0.15660848239317632,0.12173112618635261,0.08730731837551292,-0.15138955801919818,-0.16973993595985698
2017-08-31,0.26467521175072944,0.02659951766924592,-0.08770707341882088,-0.12755505231291078,0.13155197967855536,0.07717329090146925,-0.18410935122419378,-0.10062852304407453
2017-09-30,0.2883111708416023,0.1078046781816457,-0.11179022381910357,-0.14629336543263052,0.09536336140956396,0.008520789567187933,-0.16958163608899882,-0.072334774659267
2017-10-31,0.3512252531333247,0.06667812962789856,0.020054144479253765,-0.30045451707178533,-0.028773324636038194,0.062042472759523015,-0.12226995410480558,-0.04850220418737088
2017-11-30,0.20441248799601713,0.03729614710142906,0.009233328885505241,-0.292462602593921,-0.10096460831247529,0.24905803601704862,-0.07867987588000415,-0.02789291321359958
2017-12-31,0.26221945398969904,0.07373331604685839,-0.06810039675980366,-0.31150203538474397,-0.0260159802727327,0.1640472299634425,-0.09147744527076043,-0.0029041423119593253
2018-01-31,0.21047060294395253,0.0966887314137199,-0.10140508563017557,-0.21597737528817637,0.007966860638133332,0.18487380500419429,-0.09180929271107405,-0.09080824637057405
2018-02-28,0.31672844470741296,-0.04186508924278455,-0.12610094241389477,-0.26356264463683926,-0.03922055729610318,0.15247058198931915,-0.02925076641037818,0.03080097330326787
2018-03-31,0.2211095023929479,-0.19367813345063414,-0.15332548671097404,-0.1404350296252699,0.02456389414381865,0.12355265855466019,-0.012561350213121917,0.1307739449085732
2018-04-30,0.1968170748116153,-0.10663841945291223,-0.14846338684085528,-0.22421163908822192,0.051485358046098696,0.2460532643895732,0.00564430275271276,-0.020686554618010465
2018-05-31,0.1846646966860808,-0.17785508515422047,-0.06458811344747206,-0.18471873921643925,0.021531903890801746,0.22156341712816321,-0.07283806218186831,0.07223998229495425
2018-06-30,0.1081239931460256,-0.16515709232663303,-0.023134161363642543,-0.0005352846822889921,-0.18033864270304273,0.22279607017628514,-0.1308348189243927,0.16907993667768928
2018-07-31,0.008796913233822342,-0.20999204858790022,0.08764732877066933,0.0839399868097342,-0.14591978549154228,0.08826249504601366,-0.14408816592055743,0.23135327613976042
2018-08-31,-0.0561449844016684,-0.1722457158566021,0.10365016555940897,0.09774117139111918,-0.1553635267270066,0.0884440613075644,-0.11624577301472294,0.21016460174190743
2018-09-30,0.004530062354817949,-0.11496354429620557,0.05201656029639908,0.022418073007195373,-0.04271360625809398,0.14610662877724054,-0.3423228494457004,0.2749286755643471
2018-10-31,0.04845539013934389,-0.08046679070902969,-0.10202373307947445,0.0792560000992747,-0.05321407226480253,0.05547946547985805,-0.26429540394669326,0.31680914428152335
2018-11-30,0.009028025962363457,-0.10558430152816392,0.06258743607377752,0.17741265111453783,-0.14268054913221215,-0.08172168958452813,-0.17001345975509577,0.25097188684932115
2018-12-31,0.0028363438473215487,-0.10171803673810578,-0.004918568761179445,0.22351957615737492,0.01917283051078209,-0.17171013929718928,-0.2216532552035255,0.2544712494845212
2019-01-31,0.015274447067672373,-0.14991187621410174,0.031076759407076434,0.2047151025300959,0.07275899052936823,-0.1854118774890192,-0.1646762462968792,0.17617470046578707
