,strategy_return,benchmark_return,turnover,transaction_cost
2016-12-31,-0.045243003234301,0.05795101370721635,0.6319324048472416,0.0006319324048472415
2017-01-31,-0.04482260566245641,-0.022073042021584197,0.6916183023587827,0.0006916183023587827
2017-02-28,0.03825889110658488,0.03873023516072572,0.6358320458414555,0.0006358320458414555
2017-03-31,-0.0010208619716934142,-0.004023223742080613,0.35400184402449264,0.00035400184402449266
2017-04-30,0.0113443500860485,0.025438064539569635,0.7356316425245573,0.0007356316425245573
2017-05-31,0.0371326747689567,0.05563884758155554,0.3599646508541952,0.0003599646508541952
2017-06-30,0.03834172290945406,-0.004097885774463658,0.4022984882974875,0.00040229848829748745
2017-07-31,-0.012476154169821898,-0.03228050167397385,0.3820236691672705,0.0003820236691672705
2017-08-31,-0.09776536792663551,-0.025782559104750222,0.2189836779777367,0.00021898367797773674
2017-09-30,0.005846171469693113,0.03550439388388437,0.29532516624655025,0.00029532516624655025
2017-10-31,0.0080544364178004,0.03251447070832105,0.6388487724770082,0.0006388487724770082
2017-11-30,0.04677566242935345,-0.05813340412808159,0.5184136938679254,0.0005184136938679254
2017-12-31,0.023558486725365632,-0.01646194787619417,0.3883630677609884,0.0003883630677609884
2018-01-31,-0.001794636433561264,0.04179183955602594,0.3465789828300937,0.00034657898283009373
2018-02-28,0.008807386346187671,0.05745150554686075,0.5808511754759964,0.0005808511754759964
2018-03-31,0.00045070142659372906,0.02425476586902732,0.6071489085081057,0.0006071489085081056
2018-04-30,-0.0030396288611987117,0.006742253093741612,0.5190590731417367,0.0005190590731417367
2018-05-31,0.036715491540140525,-0.002932437034003463,0.43258942035626136,0.0004325894203562614
2018-06-30,-0.023602084474443157,0.03374940124077757,0.6728160137528483,0.0006728160137528483
2018-07-31,0.04131258902346634,0.05369603724328034,0.5838979165998134,0.0005838979165998134
2018-08-31,-0.019969493796343805,0.011317031242368953,0.191148626537616,0.00019114862653761599
2018-09-30,-0.042223148197384895,0.024446393966242493,0.7060675601558224,0.0007060675601558223
2018-10-31,-0.024647544028164457,0.021690183726626074,0.5103358453599292,0.0005103358453599292
2018-11-30,-0.060366920255534716,0.0017742563590621143,0.7140995287202252,0.0007140995287202252
2018-12-31,0.013935018684559418,0.0074579687690282635,0.43065186422217927,0.0004306518642221793
2019-01-31,0.006221505458810777,-0.014625393111829137,0.3179932006276782,0.00031799320062767824
2019-02-28,9.524552750406244e-05,0.017698246134206272,0.5829124694908516,0.0005829124694908517
2019-03-31,-0.014728656974852856,-0.004816660001967973,0.7704125323593045,0.0007704125323593045
2019-04-30,0.038503086342863015,-0.0077880461381363945,0.49237535415831424,0.0004923753541583142
2019-05-31,-0.011177805684125543,0.029946317935184475,0.6308083775878058,0.0006308083775878058
2019-06-30,0.0117913466735406,-0.023125411383629075,1.0213351217542173,0.0010213351217542171
2019-07-31,0.040465126104957304,0.01652241960463881,0.6134080757184744,0.0006134080757184744
2019-08-31,-0.006757291787405948,0.011546829321692995,0.4414372295942667,0.0004414372295942667
2019-09-30,0.01538624000385115,-0.02641747416954566,0.506252726016428,0.0005062527260164281
2019-10-31,-0.03330482114349819,0.04005753287475885,0.658042373970354,0.0006580423739703541
2019-11-30,0.007743906943837581,0.0022257692554179913,0.3929721053521437,0.00039297210535214373
2019-12-31,0.004971306435641049,0.006382108296561176,0.25007251532070635,0.00025007251532070635
2020-01-31,0.049894128869007986,-0.05905503431434243,0.42825262565106,0.00042825262565106
2020-02-29,-0.0045417259944069465,-0.0358276064424418,0.7800368401415505,0.0007800368401415505
2020-03-31,0.05021830890400887,0.014093673951883526,0.20136012292804656,0.00020136012292804658
2020-04-30,-0.019661661583575758,-0.003507453429941434,0.47196684374204384,0.00047196684374204383
2020-05-31,-0.038244091194971234,0.014697518438078074,0.5405121064180809,0.000540512106418081
2020-06-30,0.01866148327218854,-0.02178715257876357,0.41097411425199404,0.00041097411425199403
2020-07-31,-0.015574880133172446,0.02675554025854676,0.20761841527433028,0.0002076184152743303
2020-08-31,0.06208715591396721,0.04145016780468124,0.2562953056749756,0.00025629530567497565
2020-09-30,-0.012090396237747545,0.015702761357252508,0.27693028652291773,0.00027693028652291774
2020-10-31,0.02426912493387709,-0.004793652732931912,0.3912405508333816,0.0003912405508333816
2020-11-30,0.04286889664513947,0.003309751979003208,0.4269814330444758,0.0004269814330444758
2020-12-31,0.010007865002435102,0.003489291578796943,0.18168580762255357,0.00018168580762255358
2021-01-31,-0.03365469007661368,0.028792233187765463,0.2725688585529731,0.00027256885855297307
2021-02-28,0.021626274408899287,-0.023645103704518035,0.48423173584833923,0.0004842317358483392
2021-03-31,-0.00028689220927474507,0.032639295863174704,0.4484462778348527,0.0004484462778348527
2021-04-30,-0.0355075604794874,0.013276984566122148,0.43292491329199345,0.00043292491329199347
2021-05-31,0.03868960588971897,-0.01649428947046247,0.4371078343626526,0.0004371078343626526
2021-06-30,0.025658738572283738,0.021138200669730614,0.28780671175056516,0.00028780671175056516
2021-07-31,0.034880073606222604,0.0083641849992587,0.5798807606124436,0.0005798807606124436
2021-08-31,0.0006271918253074724,0.0017503908451816687,0.5161070767209865,0.0005161070767209866
2021-09-30,-0.011678889891872778,-0.0035582255605424865,0.42140060286086173,0.0004214006028608617
2021-10-31,-0.007198535780915055,0.017426736295828544,0.36737525844062896,0.00036737525844062895
2021-11-30,-0.0270106895237931,-0.003298438959589857,0.47920639678678506,0.00047920639678678505
2021-12-31,0.036033233882811454,-0.0013148632039501566,0.2000374020906368,0.0002000374020906368
2022-01-31,-0.0313273805978952,0.010764743509784553,0.27683256143926416,0.00027683256143926413
2022-02-28,-0.017933513949506034,-0.04584282154501702,0.2764389119324654,0.00027643891193246536
2022-03-31,-0.024000249380308807,-0.012962890112839466,0.5671127650434963,0.0005671127650434963
2022-04-30,0.03145415655186039,0.033272086198635045,0.5276560872330833,0.0005276560872330833
2022-05-31,-0.00783651189463619,0.016828940344136786,0.3596446927076091,0.0003596446927076091
2022-06-30,-0.05751596939970244,0.01133571740159629,0.6098624084534123,0.0006098624084534123
2022-07-31,-0.043574613363786346,-0.038094734648181125,0.6347363531413789,0.0006347363531413789
2022-08-31,-0.013165417403191885,-0.03583125428784993,0.6512752443791692,0.0006512752443791692
2022-09-30,-0.041122987517815374,-0.04527635980012257,0.8191097298889499,0.0008191097298889499
2022-10-31,0.03174629411818896,0.008133122276767865,0.7725197051454687,0.0007725197051454688
2022-11-30,0.011456483590799682,0.024274454000655563,0.7394085899133463,0.0007394085899133464
2022-12-31,0.03341839409366364,0.00503990015152129,0.9509586037722668,0.0009509586037722668
2023-01-31,-0.010805004655284837,0.019486276246959314,0.6070065943796636,0.0006070065943796636
2023-02-28,-0.0003250597269266832,0.028096056236118452,0.2520319788218536,0.00025203197882185354
2023-03-31,-0.03191516023206827,0.05522992164285477,0.3717464874823495,0.0003717464874823495
2023-04-30,0.02494746473003393,0.03520678887275881,0.4117947934979427,0.00041179479349794264
2023-05-31,0.0006425972088205654,0.020283920208847964,0.4856503866783285,0.00048565038667832853
2023-06-30,-0.037988021267711364,0.009604628183504204,0.37900573786975256,0.00037900573786975257
2023-07-31,-0.025566960953485162,-0.00013254922631942764,0.37944117478953954,0.00037944117478953956
2023-08-31,0.04348742475375251,0.01988028873151935,0.24584301444643009,0.0002458430144464301
2023-09-30,0.03960053485796342,0.026464379582505967,0.4410328856892203,0.0004410328856892203
2023-10-31,-0.0316311376942576,0.03205299016850485,0.29283806156759107,0.0002928380615675911
2023-11-30,-0.008667232516773359,-0.0053640270319840234,0.44131304429706497,0.0004413130442970649
2023-12-31,0.019274201530181913,0.045845999342046896,0.3877454828474501,0.00038774548284745006
2024-01-31,-0.01778528752567643,-0.0023143611916286453,0.3008374388566358,0.00030083743885663574
2024-02-29,0.041615431869744236,0.012559450407916176,0.342024697525829,0.000342024697525829
2024-03-31,-0.01901542208375281,-0.009620620116817673,0.07120129525518389,7.120129525518388e-05
2024-04-30,0.03630213079844441,0.018588134401544797,0.4025133488158249,0.0004025133488158249
2024-05-31,-9.82254118725445e-06,0.017832327628162323,0.31414522971737807,0.0003141452297173781
2024-06-30,0.00773001137775829,0.04541780069347243,0.14860565599876313,0.00014860565599876315
2024-07-31,0.04536188233269302,-0.023251042226610147,0.22742816885596256,0.00022742816885596256
2024-08-31,0.01625943438572694,-0.026350733415086577,0.42997374278784256,0.00042997374278784257
2024-09-30,0.037005467513584335,0.008781994514832222,0.30010389286717,0.00030010389286717
2024-10-31,0.009516096451526037,0.02840967688279914,0.18069238106687285,0.00018069238106687284
2024-11-30,-0.001053472444694928,-0.022490929295362568,0.4347694990884149,0.00043476949908841485
2024-12-31,-0.030268166306548643,0.028418459212811855,0.35200781221796856,0.00035200781221796855
